taxonID,latitude,longitude,date
59126,38.6555557251,-120.0169448853,2017-09-10
59126,36.4898647045,-121.1471044672,2017-06-03
59126,40.8390190254,-123.69998753,2017-07-29
59126,41.7100811,-122.6619923,2005-07-14
59126,40.0431644935,-120.8637928955,2017-07-04
59126,40.0431644935,-120.8637928955,2017-07-04
59126,37.163557,-121.9191229,2017-07-03
59126,37.9097972222,-121.9231333333,2017-06-25
59126,37.9059274993,-121.9198107719,2017-06-19
59126,37.9059274993,-121.9198107719,2017-06-19
59126,37.8893066667,-121.9092883333,2017-06-19
59126,37.8991041738,-121.9466972351,2017-06-19
59126,37.9202154908,-121.9268810749,2017-06-19
59126,37.88022,-121.91275,2017-06-19
59126,37.9089388889,-121.9228555556,2017-06-19
59126,37.9028861111,-121.9182722222,2017-06-19
59126,37.9029027778,-121.9183194444,2017-06-19
59126,38.7282838505,-122.7656078339,2017-06-15
59126,38.7282168921,-122.765548825,2017-06-15
59126,36.312715,-121.57318,2017-06-10
59126,38.727125,-122.7625233333,2017-06-13
59126,37.8761985726,-121.921377182,2017-06-06
59126,37.8486027411,-121.9886375849,2017-06-06
59126,36.3750637699,-121.5709733963,2017-06-10
59126,37.193491,-121.962189,2017-06-10
59126,38.5062333333,-122.0972361111,2017-06-04
59126,36.4786893043,-121.1833190918,2017-06-01
59126,39.3976158699,-122.607824206,2017-05-27
59126,39.3976158699,-122.607824206,2017-05-27
59126,37.18513,-121.85815,2017-05-29
59126,37.3348870818,-122.121457183,2017-05-27
59126,39.0044258977,-122.3650789261,2017-05-26
59126,37.4094371775,-121.4057922363,2017-05-28
59126,37.4086033333,-121.4086133333,2017-05-28
59126,33.7164216667,-117.55001,2017-05-28
59126,37.8815913,-121.9141528,2017-05-27
59126,37.8801,-121.9148027778,2017-05-27
59126,39.1168761311,-122.4879455566,2017-05-25
59126,36.4142414656,-120.6819767855,2017-05-19
59126,36.4142414656,-120.6819767855,2017-05-19
59126,37.9869863793,-121.8075556743,2017-05-20
59126,37.397305,-121.7999416667,2017-05-13
59126,37.8927333333,-121.92862,2017-05-19
59126,37.8886383333,-121.9110916667,2017-05-19
59126,37.89272,-121.9286966667,2017-05-19
59126,37.3966761364,-121.800715327,2017-05-13
59126,37.4470611883,-121.3110351563,2017-05-10
59126,37.4405533145,-121.3144683838,2017-05-10
59126,37.8994052201,-121.8264430977,2017-05-02
59126,37.294939,-122.090746,2014-05-24
59126,37.8930083605,-121.9262695313,2016-05-23
59126,36.4713873252,-121.0548688331,2016-04-03
59126,37.2446190791,-121.6120832906,2016-06-29
59126,40.418393,-123.705373,2016-06-24
59126,37.8801416667,-121.91341,2016-06-25
59126,37.883471,-121.916656,2016-06-24
59126,36.231167,-121.550137,2016-06-17
59126,37.204233,-121.982857,2016-05-18
59126,36.0650966667,-121.57694,2016-06-10
59126,38.471886,-122.573197,2016-06-12
59126,37.386526,-121.454887,2016-05-28
59126,36.0651361667,-121.5770033333,2016-06-10
59126,37.390124,-121.45036,2016-06-01
59126,37.872226,-121.924064,2016-05-29
59126,37.40843,-121.409345,2016-05-28
59126,38.47879,-122.561427,2016-05-25
59126,36.490307,-121.174519,2016-05-21
59126,36.4903033333,-121.1745533333,2016-05-21
59126,35.999993,-121.495121,2016-05-14
59126,37.0154415613,-121.7682159886,2016-05-17
59126,37.9368157683,-121.9674409104,2016-05-13
59126,37.0054808327,-121.8339223707,2016-05-11
59126,37.884285,-121.971723,2016-05-11
59126,39.0273566667,-122.4524133333,2016-04-30
59126,37.5173,-121.840997,2005-05-31
59126,37.2668698944,-122.1412264633,2015-06-24
59126,37.8328620914,-121.846430472,2015-05-22
59126,37.2382314521,-121.8138782885,2015-06-04
59126,37.993572088,-121.8903340457,2015-06-08
59126,37.4958920576,-121.7551317894,2015-05-25
59126,40.71532,-122.62854,2015-05-30
59126,40.6582438074,-122.5347883277,2015-05-30
59126,40.7209307988,-122.4267491128,2015-05-30
59126,40.7900516676,-122.4683670398,2015-05-30
59126,37.8151807985,-121.9722739076,2015-05-30
59126,37.9097717977,-121.9066580483,2015-05-30
59126,37.9151837183,-121.8703191275,2015-05-30
59126,37.807293628,-121.8468101329,2015-05-29
59126,37.3169349854,-121.9975599669,2015-05-27
59126,37.4459933622,-121.6896736994,2015-05-27
59126,37.3898687389,-121.819826476,2015-05-25
59126,37.9665941761,-121.8926178403,2015-05-24
59126,37.8887003223,-121.9029476885,2015-05-22
59126,37.9434052294,-121.9990755786,2015-05-22
59126,37.93415817,-121.8910918918,2015-05-22
59126,37.9879132865,-121.9665680132,2015-05-19
59126,37.5862757208,-121.5988598937,2015-05-18
59126,37.4331435373,-121.5542390339,2015-05-18
59126,36.2333851367,-121.5274467604,2015-05-09
59126,37.8588534085,-121.856472105,2015-05-08
59126,38.5097213298,-122.5768245557,2015-05-02
59126,37.4959504519,-121.8548060046,2015-04-22
59126,39.2328310105,-122.4248982469,2015-04-18
59126,37.8757015873,-121.9490881173,2007-05-29
59126,37.8693233012,-121.8937335162,2007-05-29
59126,37.837471506,-121.9896551674,2007-05-29
59126,36.7307430196,-121.5915722384,2014-06-27
59126,32.687903,-116.524601,2014-06-22
59126,32.687903,-116.524601,2014-06-22
59126,32.7345489413,-116.4015481623,2014-06-22
59126,36.7527539632,-121.4154068399,2014-06-17
59126,37.9301272868,-121.8852189761,2014-06-14
59126,36.3358969409,-121.4614591439,2014-06-08
59126,37.3508105523,-121.7298059273,2014-06-13
59126,37.3781755573,-121.6084250507,2014-06-13
59126,36.1724653802,-121.5540740049,2014-06-05
59126,37.095109607,-121.9604427092,2014-05-16
59126,37.183771734,-121.5779120794,2014-05-11
59126,37.1858516853,-121.2852749809,2014-05-11
59126,34.7608738773,-120.1633869517,2009-05-21
