ScientificName,Year,Month,ObservationCount
Callophrys augustinus,2013,4,4
Callophrys augustinus,2013,5,7
Callophrys augustinus,2013,6,5
Callophrys augustinus,2014,3,10
Callophrys augustinus,2014,4,5
Callophrys augustinus,2014,5,9
Callophrys augustinus,2014,6,7
Callophrys augustinus,2014,10,1
Callophrys augustinus,2015,2,1
Callophrys augustinus,2015,3,14
Callophrys augustinus,2015,4,8
Callophrys augustinus,2015,5,10
Callophrys augustinus,2015,6,9
Callophrys augustinus,2016,2,5
Callophrys augustinus,2016,3,8
Callophrys augustinus,2016,4,15
Callophrys augustinus,2016,5,27
Callophrys augustinus,2016,6,10
Callophrys augustinus,2017,2,4
Callophrys augustinus,2017,3,19
Callophrys augustinus,2017,4,46
Callophrys augustinus,2017,5,51
Callophrys augustinus,2017,6,13
Callophrys augustinus,2017,7,1
Callophrys augustinus,2017,9,1
Callophrys dumetorum,1987,4,1
Callophrys dumetorum,2005,3,1
Callophrys dumetorum,2005,4,2
Callophrys dumetorum,2007,4,1
Callophrys dumetorum,2008,3,1
Callophrys dumetorum,2009,4,1
Callophrys dumetorum,2010,4,1
Callophrys dumetorum,2010,7,1
Callophrys dumetorum,2011,2,1
Callophrys dumetorum,2011,3,1
Callophrys dumetorum,2011,5,1
Callophrys dumetorum,2012,4,3
Callophrys dumetorum,2013,3,11
Callophrys dumetorum,2013,4,6
Callophrys dumetorum,2014,2,1
Callophrys dumetorum,2014,3,11
Callophrys dumetorum,2014,4,10
Callophrys dumetorum,2014,5,2
Callophrys dumetorum,2014,6,5
Callophrys dumetorum,2015,3,21
Callophrys dumetorum,2015,4,6
Callophrys dumetorum,2016,2,2
Callophrys dumetorum,2016,3,13
Callophrys dumetorum,2016,4,10
Callophrys dumetorum,2016,5,3
Callophrys dumetorum,2017,3,33
Callophrys dumetorum,2017,4,30
Callophrys dumetorum,2017,5,3
Callophrys dumetorum,2017,6,1
Callophrys eryphon,2009,5,2
Callophrys eryphon,2010,7,1
Callophrys eryphon,2011,4,1
Callophrys eryphon,2016,5,1
Callophrys eryphon,2017,4,5
Callophrys eryphon,2017,5,3
Callophrys eryphon,2017,6,2
Callophrys fotis,2017,4,1
Callophrys gryneus,2005,7,1
Callophrys gryneus,2006,8,1
Callophrys gryneus,2007,4,2
Callophrys gryneus,2009,6,1
Callophrys gryneus,2011,6,1
Callophrys gryneus,2012,3,1
Callophrys gryneus,2012,7,1
Callophrys gryneus,2013,5,1
Callophrys gryneus,2013,10,1
Callophrys gryneus,2014,4,3
Callophrys gryneus,2015,3,2
Callophrys gryneus,2015,4,3
Callophrys gryneus,2015,6,1
Callophrys gryneus,2015,7,2
Callophrys gryneus,2015,8,2
Callophrys gryneus,2015,9,2
Callophrys gryneus,2016,2,1
Callophrys gryneus,2016,3,5
Callophrys gryneus,2016,4,4
Callophrys gryneus,2016,5,2
Callophrys gryneus,2016,6,2
Callophrys gryneus,2016,7,2
Callophrys gryneus,2016,8,1
Callophrys gryneus,2016,9,1
Callophrys gryneus,2017,2,1
Callophrys gryneus,2017,3,12
Callophrys gryneus,2017,4,14
Callophrys gryneus,2017,5,7
Callophrys gryneus,2017,6,4
Callophrys gryneus,2017,7,8
Callophrys gryneus,2017,8,3
Callophrys gryneus,2017,9,4
Callophrys henrici,2004,4,1
Callophrys henrici,2008,5,1
Callophrys henrici,2012,3,2
Callophrys henrici,2013,5,1
Callophrys henrici,2014,4,1
Callophrys henrici,2015,3,1
Callophrys henrici,2015,4,1
Callophrys henrici,2016,2,2
Callophrys henrici,2016,3,3
Callophrys henrici,2016,4,1
Callophrys henrici,2017,3,1
Callophrys henrici,2017,4,3
Callophrys irus,2004,4,1
Callophrys irus,2006,5,1
Callophrys irus,2012,3,1
Callophrys irus,2013,2,1
Callophrys irus,2014,4,1
Callophrys irus,2014,5,1
Callophrys irus,2015,5,2
Callophrys irus,2017,3,2
Callophrys irus,2017,4,3
Callophrys irus,2017,5,1
Callophrys lanoraieensis,2014,5,1
Callophrys loki,2014,2,1
Callophrys loki,2016,2,1
Callophrys loki,2016,3,2
Callophrys mcfarlandi,2012,3,2
Callophrys mcfarlandi,2017,3,4
Callophrys mossii,2008,4,1
Callophrys mossii,2010,6,1
Callophrys mossii,2011,6,1
Callophrys mossii,2013,6,1
Callophrys mossii,2014,3,3
Callophrys mossii,2014,5,1
Callophrys mossii,2015,3,6
Callophrys mossii,2015,4,3
Callophrys mossii,2015,5,2
Callophrys mossii,2015,6,4
Callophrys mossii,2016,2,3
Callophrys mossii,2016,4,4
Callophrys mossii,2016,5,3
Callophrys mossii,2016,6,3
Callophrys mossii,2017,3,7
Callophrys mossii,2017,4,2
Callophrys muiri,2014,4,1
Callophrys muiri,2015,4,1
Callophrys muiri,2015,7,1
Callophrys muiri,2016,4,2
Callophrys muiri,2016,5,1
Callophrys muiri,2016,6,1
Callophrys muiri,2017,4,6
Callophrys muiri,2017,5,3
Callophrys niphon,2004,5,1
Callophrys niphon,2005,5,1
Callophrys niphon,2005,6,1
Callophrys niphon,2006,5,1
Callophrys niphon,2007,5,1
Callophrys niphon,2008,5,2
Callophrys niphon,2009,5,1
Callophrys niphon,2010,4,1
Callophrys niphon,2010,5,1
Callophrys niphon,2011,3,2
Callophrys niphon,2011,4,1
Callophrys niphon,2011,5,2
Callophrys niphon,2012,3,1
Callophrys niphon,2012,4,5
Callophrys niphon,2012,5,4
Callophrys niphon,2013,3,1
Callophrys niphon,2013,4,3
Callophrys niphon,2013,5,6
Callophrys niphon,2014,4,3
Callophrys niphon,2014,5,18
Callophrys niphon,2014,6,3
Callophrys niphon,2015,4,6
Callophrys niphon,2015,5,16
Callophrys niphon,2015,6,2
Callophrys niphon,2016,4,13
Callophrys niphon,2016,5,7
Callophrys niphon,2016,6,3
Callophrys niphon,2017,1,1
Callophrys niphon,2017,3,1
Callophrys niphon,2017,4,9
Callophrys niphon,2017,5,21
Callophrys niphon,2017,6,6
Callophrys polios,2007,5,1
Callophrys polios,2008,5,4
Callophrys polios,2015,5,2
Callophrys polios,2016,4,2
Callophrys polios,2016,5,1
Callophrys polios,2016,6,1
Callophrys polios,2017,4,6
Callophrys polios,2017,5,10
Callophrys polios,2017,6,2
Callophrys rubi,2005,5,1
Callophrys rubi,2006,5,1
Callophrys rubi,2010,3,1
Callophrys rubi,2010,5,1
Callophrys rubi,2010,6,1
Callophrys rubi,2011,4,1
Callophrys rubi,2011,5,3
Callophrys rubi,2012,4,3
Callophrys rubi,2012,5,1
Callophrys rubi,2013,4,4
Callophrys rubi,2013,5,5
Callophrys rubi,2013,6,1
Callophrys rubi,2014,4,1
Callophrys rubi,2014,5,3
Callophrys rubi,2014,6,1
Callophrys rubi,2015,3,1
Callophrys rubi,2015,4,2
Callophrys rubi,2015,5,4
Callophrys rubi,2015,6,4
Callophrys rubi,2016,3,2
Callophrys rubi,2016,4,11
Callophrys rubi,2016,5,13
Callophrys rubi,2016,6,11
Callophrys rubi,2016,7,1
Callophrys rubi,2017,3,7
Callophrys rubi,2017,4,26
Callophrys rubi,2017,5,24
Callophrys rubi,2017,6,8
Callophrys sheridanii,2009,4,1
Callophrys sheridanii,2009,7,1
Callophrys sheridanii,2010,3,1
Callophrys sheridanii,2015,7,1
Callophrys sheridanii,2016,5,1
Callophrys sheridanii,2016,6,2
Callophrys sheridanii,2017,4,1
Callophrys sheridanii,2017,5,1
Callophrys sheridanii,2017,7,4
Callophrys sheridanii,2017,8,1
Callophrys spinetorum,2005,8,1
Callophrys spinetorum,2007,7,2
Callophrys spinetorum,2008,6,1
Callophrys spinetorum,2010,7,3
Callophrys spinetorum,2011,4,2
Callophrys spinetorum,2013,6,1
Callophrys spinetorum,2014,6,3
Callophrys spinetorum,2014,7,1
Callophrys spinetorum,2014,8,3
Callophrys spinetorum,2015,3,1
Callophrys spinetorum,2015,4,1
Callophrys spinetorum,2015,6,2
Callophrys spinetorum,2015,7,2
Callophrys spinetorum,2016,5,1
Callophrys spinetorum,2016,6,3
Callophrys spinetorum,2016,7,4
Callophrys spinetorum,2016,8,1
Callophrys spinetorum,2017,5,3
Callophrys spinetorum,2017,6,5
Callophrys spinetorum,2017,7,1
Callophrys spinetorum,2017,8,2
Callophrys viridis,2010,4,1
Callophrys viridis,2012,3,1
Callophrys viridis,2012,4,3
Callophrys viridis,2013,3,2
Callophrys viridis,2013,4,1
Callophrys viridis,2014,2,1
Callophrys viridis,2014,3,9
Callophrys viridis,2014,4,1
Callophrys viridis,2014,5,8
Callophrys viridis,2015,3,14
Callophrys viridis,2015,4,6
Callophrys viridis,2016,2,3
Callophrys viridis,2016,3,5
Callophrys viridis,2016,4,4
Callophrys viridis,2016,5,1
Callophrys viridis,2017,3,6
Callophrys viridis,2017,4,14
Callophrys viridis,2017,5,1
Callophrys xami,2003,11,1
Callophrys xami,2012,2,1
Callophrys xami,2012,4,8
Callophrys xami,2012,6,4
Callophrys xami,2012,7,1
Callophrys xami,2012,8,2
Callophrys xami,2012,11,1
Callophrys xami,2013,4,1
Callophrys xami,2013,5,4
Callophrys xami,2013,6,1
Callophrys xami,2013,7,3
Callophrys xami,2013,8,1
Callophrys xami,2013,9,1
Callophrys xami,2013,11,1
Callophrys xami,2014,1,2
Callophrys xami,2014,2,1
Callophrys xami,2014,3,2
Callophrys xami,2014,5,1
Callophrys xami,2014,7,1
Callophrys xami,2014,8,2
Callophrys xami,2014,9,1
Callophrys xami,2014,10,1
Callophrys xami,2014,11,3
Callophrys xami,2014,12,1
Callophrys xami,2015,5,1
Callophrys xami,2015,7,2
Callophrys xami,2015,9,1
Callophrys xami,2015,10,2
Callophrys xami,2015,12,1
Callophrys xami,2016,1,1
Callophrys xami,2016,2,1
Callophrys xami,2016,3,1
Callophrys xami,2016,5,1
Callophrys xami,2016,6,2
Callophrys xami,2016,8,1
Callophrys xami,2016,9,3
Callophrys xami,2016,10,2
Callophrys xami,2016,11,3
Callophrys xami,2016,12,1
Callophrys xami,2017,1,1
Callophrys xami,2017,2,3
Callophrys xami,2017,3,2
Callophrys xami,2017,4,1
Callophrys xami,2017,5,4
Callophrys xami,2017,7,4
Callophrys xami,2017,8,2
Callophrys xami,2017,9,5
Callophrys xami,2017,10,3
Calpodes ethlius,2002,12,1
Calpodes ethlius,2003,9,1
Calpodes ethlius,2003,11,1
Calpodes ethlius,2004,4,1
Calpodes ethlius,2005,8,1
Calpodes ethlius,2007,11,1
Calpodes ethlius,2009,11,1
Calpodes ethlius,2010,10,1
Calpodes ethlius,2011,10,1
Calpodes ethlius,2012,8,3
Calpodes ethlius,2012,12,1
Calpodes ethlius,2013,7,1
Calpodes ethlius,2013,8,1
Calpodes ethlius,2013,10,1
Calpodes ethlius,2013,12,1
Calpodes ethlius,2014,1,1
Calpodes ethlius,2014,6,1
Calpodes ethlius,2014,7,1
Calpodes ethlius,2014,8,3
Calpodes ethlius,2014,9,3
Calpodes ethlius,2014,10,2
Calpodes ethlius,2014,11,3
Calpodes ethlius,2014,12,1
Calpodes ethlius,2015,1,1
Calpodes ethlius,2015,6,6
Calpodes ethlius,2015,7,5
Calpodes ethlius,2015,8,3
Calpodes ethlius,2015,10,7
Calpodes ethlius,2015,11,5
Calpodes ethlius,2015,12,1
Calpodes ethlius,2016,5,2
Calpodes ethlius,2016,6,3
Calpodes ethlius,2016,7,8
Calpodes ethlius,2016,8,5
Calpodes ethlius,2016,9,9
Calpodes ethlius,2016,10,35
Calpodes ethlius,2016,11,52
Calpodes ethlius,2016,12,1
Calpodes ethlius,2017,1,2
Calpodes ethlius,2017,2,2
Calpodes ethlius,2017,4,5
Calpodes ethlius,2017,5,3
Calpodes ethlius,2017,6,4
Calpodes ethlius,2017,7,7
Calpodes ethlius,2017,8,18
Calpodes ethlius,2017,9,32
Calpodes ethlius,2017,10,28
Calycopis cecrops,2003,7,1
Calycopis cecrops,2006,6,2
Calycopis cecrops,2006,7,1
Calycopis cecrops,2006,8,1
Calycopis cecrops,2007,9,1
Calycopis cecrops,2008,3,2
Calycopis cecrops,2008,5,1
Calycopis cecrops,2008,6,1
Calycopis cecrops,2009,6,2
Calycopis cecrops,2009,8,1
Calycopis cecrops,2010,5,1
Calycopis cecrops,2010,7,1
Calycopis cecrops,2010,8,1
Calycopis cecrops,2010,10,1
Calycopis cecrops,2010,11,2
Calycopis cecrops,2011,3,1
Calycopis cecrops,2011,4,1
Calycopis cecrops,2011,5,3
Calycopis cecrops,2011,6,1
Calycopis cecrops,2011,7,1
Calycopis cecrops,2011,8,1
Calycopis cecrops,2011,9,2
Calycopis cecrops,2011,10,2
Calycopis cecrops,2012,4,3
Calycopis cecrops,2012,5,3
Calycopis cecrops,2012,6,1
Calycopis cecrops,2012,7,3
Calycopis cecrops,2012,8,5
Calycopis cecrops,2012,9,3
Calycopis cecrops,2012,10,1
Calycopis cecrops,2013,1,1
Calycopis cecrops,2013,3,3
Calycopis cecrops,2013,4,1
Calycopis cecrops,2013,5,2
Calycopis cecrops,2013,6,5
Calycopis cecrops,2013,7,8
Calycopis cecrops,2013,8,14
Calycopis cecrops,2013,9,3
Calycopis cecrops,2013,10,2
Calycopis cecrops,2013,11,1
Calycopis cecrops,2014,2,1
Calycopis cecrops,2014,3,3
Calycopis cecrops,2014,4,1
Calycopis cecrops,2014,5,5
Calycopis cecrops,2014,6,2
Calycopis cecrops,2014,7,3
Calycopis cecrops,2014,8,20
Calycopis cecrops,2014,9,16
Calycopis cecrops,2014,10,7
Calycopis cecrops,2014,11,2
Calycopis cecrops,2015,1,1
Calycopis cecrops,2015,3,1
Calycopis cecrops,2015,4,8
Calycopis cecrops,2015,5,11
Calycopis cecrops,2015,6,8
Calycopis cecrops,2015,7,7
Calycopis cecrops,2015,8,21
Calycopis cecrops,2015,9,11
Calycopis cecrops,2015,10,5
Calycopis cecrops,2015,11,4
Calycopis cecrops,2016,1,3
Calycopis cecrops,2016,2,1
Calycopis cecrops,2016,3,8
Calycopis cecrops,2016,4,16
Calycopis cecrops,2016,5,11
Calycopis cecrops,2016,6,15
Calycopis cecrops,2016,7,15
Calycopis cecrops,2016,8,32
Calycopis cecrops,2016,9,34
Calycopis cecrops,2016,10,31
Calycopis cecrops,2016,11,3
Calycopis cecrops,2016,12,2
Calycopis cecrops,2017,1,3
Calycopis cecrops,2017,2,16
Calycopis cecrops,2017,3,43
Calycopis cecrops,2017,4,50
Calycopis cecrops,2017,5,64
Calycopis cecrops,2017,6,68
Calycopis cecrops,2017,7,56
Calycopis cecrops,2017,8,103
Calycopis cecrops,2017,9,133
Calycopis cecrops,2017,10,43
Calycopis demonassa,2015,7,1
Calycopis demonassa,2017,7,1
Calycopis isobeon,2007,9,1
Calycopis isobeon,2007,10,1
Calycopis isobeon,2007,11,1
Calycopis isobeon,2007,12,1
Calycopis isobeon,2009,3,1
Calycopis isobeon,2009,4,1
Calycopis isobeon,2009,11,1
Calycopis isobeon,2010,11,2
Calycopis isobeon,2011,2,1
Calycopis isobeon,2011,5,1
Calycopis isobeon,2011,7,2
Calycopis isobeon,2011,8,2
Calycopis isobeon,2011,9,2
Calycopis isobeon,2011,11,1
Calycopis isobeon,2012,2,1
Calycopis isobeon,2012,6,1
Calycopis isobeon,2012,12,1
Calycopis isobeon,2013,2,8
Calycopis isobeon,2013,6,1
Calycopis isobeon,2013,8,1
Calycopis isobeon,2013,10,2
Calycopis isobeon,2013,11,1
Calycopis isobeon,2014,1,2
Calycopis isobeon,2014,2,2
Calycopis isobeon,2014,3,2
Calycopis isobeon,2014,4,2
Calycopis isobeon,2014,5,2
Calycopis isobeon,2014,6,3
Calycopis isobeon,2014,7,2
Calycopis isobeon,2014,10,2
Calycopis isobeon,2014,11,6
Calycopis isobeon,2015,2,1
Calycopis isobeon,2015,3,6
Calycopis isobeon,2015,5,7
Calycopis isobeon,2015,6,7
Calycopis isobeon,2015,7,5
Calycopis isobeon,2015,8,3
Calycopis isobeon,2015,10,6
Calycopis isobeon,2015,11,14
Calycopis isobeon,2015,12,5
Calycopis isobeon,2016,1,1
Calycopis isobeon,2016,2,3
Calycopis isobeon,2016,3,14
Calycopis isobeon,2016,4,9
Calycopis isobeon,2016,5,14
Calycopis isobeon,2016,6,17
Calycopis isobeon,2016,7,17
Calycopis isobeon,2016,8,2
Calycopis isobeon,2016,9,6
Calycopis isobeon,2016,10,64
Calycopis isobeon,2016,11,19
Calycopis isobeon,2016,12,2
Calycopis isobeon,2017,1,7
Calycopis isobeon,2017,2,26
Calycopis isobeon,2017,3,65
Calycopis isobeon,2017,4,37
Calycopis isobeon,2017,5,33
Calycopis isobeon,2017,6,13
Calycopis isobeon,2017,7,9
Calycopis isobeon,2017,8,6
Calycopis isobeon,2017,9,13
Calycopis isobeon,2017,10,31
Calycopis isobeon,2017,11,1
Calycopis trebula,2015,8,1
Calydna sturnula,2008,3,1
Calydna sturnula,2008,8,1
Calydna sturnula,2015,8,1
Calydna sturnula,2016,7,2
Calydna sturnula,2016,9,1
Calydna sturnula,2017,7,4
Calydna sturnula,2017,8,2
Caria ino,2002,12,1
Caria ino,2003,10,1
Caria ino,2003,11,1
Caria ino,2006,7,1
Caria ino,2007,10,2
Caria ino,2008,10,1
Caria ino,2008,11,1
Caria ino,2009,10,2
Caria ino,2010,8,1
Caria ino,2010,10,1
Caria ino,2013,10,1
Caria ino,2014,10,1
Caria ino,2014,11,6
Caria ino,2014,12,1
Caria ino,2015,1,4
Caria ino,2015,3,5
Caria ino,2015,6,1
Caria ino,2015,7,2
Caria ino,2015,9,1
Caria ino,2015,10,3
Caria ino,2015,11,11
Caria ino,2015,12,1
Caria ino,2016,3,3
Caria ino,2016,5,5
Caria ino,2016,6,4
Caria ino,2016,7,4
Caria ino,2016,8,1
Caria ino,2016,9,4
Caria ino,2016,10,8
Caria ino,2016,11,9
Caria ino,2016,12,3
Caria ino,2017,1,2
Caria ino,2017,2,3
Caria ino,2017,4,5
Caria ino,2017,7,2
Caria ino,2017,8,1
Caria ino,2017,9,6
Caria ino,2017,10,9
Caria stillaticia,2015,9,2
Caria stillaticia,2016,8,1
Carrhenes canescens,2006,3,1
Carrhenes canescens,2007,10,1
Carrhenes canescens,2007,12,1
Carrhenes canescens,2014,11,1
Carrhenes canescens,2016,5,1
Carrhenes canescens,2016,10,1
Carrhenes canescens,2016,11,1
Carrhenes canescens,2017,1,1
Carrhenes canescens,2017,4,1
Carrhenes canescens,2017,9,1
Carrhenes canescens,2017,10,1
Carrhenes fuscescens,2014,11,1
Carrhenes fuscescens,2015,8,1
Carrhenes fuscescens,2016,8,1
Carrhenes fuscescens,2016,9,1
Carrhenes fuscescens,2017,7,2
Carrhenes fuscescens,2017,8,1
Carrhenes fuscescens,2017,9,1
Carterocephalus palaemon,1997,5,1
Carterocephalus palaemon,2001,5,1
Carterocephalus palaemon,2005,6,3
Carterocephalus palaemon,2006,5,2
Carterocephalus palaemon,2008,6,5
Carterocephalus palaemon,2009,6,2
Carterocephalus palaemon,2010,5,3
Carterocephalus palaemon,2011,5,1
Carterocephalus palaemon,2011,6,5
Carterocephalus palaemon,2012,5,5
Carterocephalus palaemon,2012,6,2
Carterocephalus palaemon,2012,7,1
Carterocephalus palaemon,2013,5,2
Carterocephalus palaemon,2013,6,6
Carterocephalus palaemon,2014,5,3
Carterocephalus palaemon,2014,6,15
Carterocephalus palaemon,2015,5,8
Carterocephalus palaemon,2015,6,15
Carterocephalus palaemon,2015,7,1
Carterocephalus palaemon,2016,4,1
Carterocephalus palaemon,2016,5,7
Carterocephalus palaemon,2016,6,40
Carterocephalus palaemon,2016,7,5
Carterocephalus palaemon,2017,4,2
Carterocephalus palaemon,2017,5,11
Carterocephalus palaemon,2017,6,53
Carterocephalus palaemon,2017,7,6
Catasticta flisa,2007,12,1
Catasticta flisa,2008,12,1
Catasticta flisa,2010,8,1
Catasticta flisa,2014,3,1
Catasticta flisa,2014,8,1
Catasticta flisa,2014,9,1
Catasticta flisa,2015,5,1
Catasticta flisa,2015,6,2
Catasticta flisa,2015,7,1
Catasticta flisa,2016,6,1
Catasticta flisa,2016,8,1
Catasticta flisa,2016,9,1
Catasticta flisa,2016,11,1
Catasticta flisa,2016,12,1
Catasticta flisa,2017,8,1
Catasticta flisa,2017,10,1
Catasticta nimbice,2005,4,1
Catasticta nimbice,2007,8,1
Catasticta nimbice,2007,11,1
Catasticta nimbice,2008,12,1
Catasticta nimbice,2009,8,1
Catasticta nimbice,2009,11,1
Catasticta nimbice,2010,7,1
Catasticta nimbice,2010,10,1
Catasticta nimbice,2011,11,1
Catasticta nimbice,2011,12,3
Catasticta nimbice,2012,1,4
Catasticta nimbice,2012,2,1
Catasticta nimbice,2012,4,3
Catasticta nimbice,2012,5,3
Catasticta nimbice,2012,6,7
Catasticta nimbice,2012,7,8
Catasticta nimbice,2012,8,4
Catasticta nimbice,2012,9,2
Catasticta nimbice,2012,10,1
Catasticta nimbice,2012,11,3
Catasticta nimbice,2012,12,2
Catasticta nimbice,2013,1,4
Catasticta nimbice,2013,3,1
Catasticta nimbice,2013,4,1
Catasticta nimbice,2013,6,1
Catasticta nimbice,2013,8,2
Catasticta nimbice,2013,9,5
Catasticta nimbice,2013,10,5
Catasticta nimbice,2013,11,3
Catasticta nimbice,2013,12,5
Catasticta nimbice,2014,1,4
Catasticta nimbice,2014,2,2
Catasticta nimbice,2014,3,1
Catasticta nimbice,2014,4,1
Catasticta nimbice,2014,5,1
Catasticta nimbice,2014,6,4
Catasticta nimbice,2014,7,2
Catasticta nimbice,2014,8,2
Catasticta nimbice,2014,10,1
Catasticta nimbice,2014,11,4
Catasticta nimbice,2014,12,10
Catasticta nimbice,2015,1,3
Catasticta nimbice,2015,2,4
Catasticta nimbice,2015,3,2
Catasticta nimbice,2015,5,8
Catasticta nimbice,2015,7,5
Catasticta nimbice,2015,8,1
Catasticta nimbice,2015,9,4
Catasticta nimbice,2015,10,17
Catasticta nimbice,2015,11,10
Catasticta nimbice,2015,12,11
Catasticta nimbice,2016,1,1
Catasticta nimbice,2016,2,1
Catasticta nimbice,2016,6,2
Catasticta nimbice,2016,7,5
Catasticta nimbice,2016,8,4
Catasticta nimbice,2016,9,12
Catasticta nimbice,2016,10,16
Catasticta nimbice,2016,11,26
Catasticta nimbice,2016,12,16
Catasticta nimbice,2017,1,15
Catasticta nimbice,2017,2,9
Catasticta nimbice,2017,3,5
Catasticta nimbice,2017,4,1
Catasticta nimbice,2017,5,2
Catasticta nimbice,2017,6,2
Catasticta nimbice,2017,7,3
Catasticta nimbice,2017,8,7
Catasticta nimbice,2017,9,6
Catasticta nimbice,2017,10,23
Catasticta nimbice,2017,11,2
Catasticta teutila,2000,5,1
Catasticta teutila,2005,3,1
Catasticta teutila,2008,12,4
Catasticta teutila,2010,10,1
Catasticta teutila,2011,10,2
Catasticta teutila,2012,2,3
Catasticta teutila,2012,5,3
Catasticta teutila,2012,6,8
Catasticta teutila,2012,7,7
Catasticta teutila,2012,8,2
Catasticta teutila,2012,9,2
Catasticta teutila,2012,10,4
Catasticta teutila,2012,11,2
Catasticta teutila,2012,12,1
Catasticta teutila,2013,7,1
Catasticta teutila,2013,8,2
Catasticta teutila,2013,10,2
Catasticta teutila,2013,12,3
Catasticta teutila,2014,7,2
Catasticta teutila,2014,8,3
Catasticta teutila,2014,9,1
Catasticta teutila,2014,10,1
Catasticta teutila,2014,12,1
Catasticta teutila,2015,7,2
Catasticta teutila,2015,10,2
Catasticta teutila,2015,11,2
Catasticta teutila,2015,12,2
Catasticta teutila,2016,5,1
Catasticta teutila,2016,10,4
Catasticta teutila,2016,11,1
Catasticta teutila,2016,12,2
Catasticta teutila,2017,1,7
Catasticta teutila,2017,3,1
Catasticta teutila,2017,4,2
Catasticta teutila,2017,5,1
Catasticta teutila,2017,6,3
Catasticta teutila,2017,7,1
Catasticta teutila,2017,8,9
Catasticta teutila,2017,9,15
Catasticta teutila,2017,10,13
Celaenorrhinus eligius,2016,6,1
Celaenorrhinus fritzgaertneri,2004,10,1
Celaenorrhinus fritzgaertneri,2008,7,1
Celaenorrhinus fritzgaertneri,2010,2,1
Celaenorrhinus fritzgaertneri,2011,2,1
Celaenorrhinus fritzgaertneri,2013,8,1
Celaenorrhinus fritzgaertneri,2015,3,2
Celaenorrhinus fritzgaertneri,2015,4,1
Celaenorrhinus fritzgaertneri,2015,5,1
Celaenorrhinus fritzgaertneri,2015,6,3
Celaenorrhinus fritzgaertneri,2016,2,1
Celaenorrhinus fritzgaertneri,2016,12,2
Celaenorrhinus fritzgaertneri,2017,2,1
Celaenorrhinus fritzgaertneri,2017,3,1
Celaenorrhinus fritzgaertneri,2017,5,1
Celaenorrhinus fritzgaertneri,2017,6,1
Celaenorrhinus stallingsi,2003,10,1
Celaenorrhinus stallingsi,2014,3,1
Celaenorrhinus stallingsi,2015,7,1
Celaenorrhinus stallingsi,2015,11,1
Celaenorrhinus stallingsi,2016,7,2
Celaenorrhinus stallingsi,2016,11,2
Celaenorrhinus stola,2015,11,1
Celaenorrhinus stola,2016,1,1
Celaenorrhinus stola,2016,11,1
Celaenorrhinus stola,2017,3,1
Celastrina echo,2005,4,1
Celastrina echo,2007,5,1
Celastrina echo,2008,6,1
Celastrina echo,2009,4,1
Celastrina echo,2010,4,1
Celastrina echo,2010,7,1
Celastrina echo,2011,6,4
Celastrina echo,2012,2,1
Celastrina echo,2012,4,1
Celastrina echo,2012,5,1
Celastrina echo,2012,11,1
Celastrina echo,2013,6,1
Celastrina echo,2013,8,1
Celastrina echo,2013,9,1
Celastrina echo,2013,10,1
Celastrina echo,2014,3,5
Celastrina echo,2014,4,1
Celastrina echo,2014,6,6
Celastrina echo,2015,3,2
Celastrina echo,2015,4,5
Celastrina echo,2015,5,4
Celastrina echo,2015,6,1
Celastrina echo,2015,7,1
Celastrina echo,2015,9,2
Celastrina echo,2016,2,10
Celastrina echo,2016,3,8
Celastrina echo,2016,4,3
Celastrina echo,2016,5,3
Celastrina echo,2016,6,9
Celastrina echo,2016,7,3
Celastrina echo,2016,9,1
Celastrina echo,2016,10,1
Celastrina echo,2017,1,1
Celastrina echo,2017,2,1
Celastrina echo,2017,3,9
Celastrina echo,2017,4,13
Celastrina echo,2017,5,15
Celastrina echo,2017,6,17
Celastrina echo,2017,7,5
Celastrina echo,2017,8,2
Celastrina echo,2017,9,5
Celastrina humulus,2017,6,1
Celastrina ladon,2004,5,1
Celastrina ladon,2004,6,1
Celastrina ladon,2005,3,2
Celastrina ladon,2005,5,2
Celastrina ladon,2006,3,1
Celastrina ladon,2006,5,1
Celastrina ladon,2007,5,1
Celastrina ladon,2007,6,2
Celastrina ladon,2007,7,1
Celastrina ladon,2008,5,2
Celastrina ladon,2008,8,1
Celastrina ladon,2009,4,2
Celastrina ladon,2009,5,1
Celastrina ladon,2009,7,1
Celastrina ladon,2010,2,1
Celastrina ladon,2010,3,3
Celastrina ladon,2010,6,1
Celastrina ladon,2010,8,1
Celastrina ladon,2011,3,1
Celastrina ladon,2011,4,4
Celastrina ladon,2011,5,1
Celastrina ladon,2011,7,1
Celastrina ladon,2012,2,1
Celastrina ladon,2012,3,3
Celastrina ladon,2012,4,4
Celastrina ladon,2012,5,2
Celastrina ladon,2012,6,1
Celastrina ladon,2012,7,1
Celastrina ladon,2012,8,2
Celastrina ladon,2013,2,1
Celastrina ladon,2013,3,6
Celastrina ladon,2013,4,16
Celastrina ladon,2013,5,10
Celastrina ladon,2013,6,19
Celastrina ladon,2013,7,2
Celastrina ladon,2013,8,1
Celastrina ladon,2013,9,1
Celastrina ladon,2014,2,3
Celastrina ladon,2014,3,15
Celastrina ladon,2014,4,19
Celastrina ladon,2014,5,23
Celastrina ladon,2014,6,15
Celastrina ladon,2014,7,1
Celastrina ladon,2014,8,2
Celastrina ladon,2014,9,1
Celastrina ladon,2014,10,1
