taxonID,latitude,longitude
56529,44.7388146297,7.265723161
56529,43.400481,3.663846
56529,42.6920783333,2.3947583333
56529,44.6514816667,10.4145066667
56529,44.470506527,12.0394706726
56529,45.1131680762,10.0092185985
56529,46.6148233201,23.4408220333
56529,42.8953418645,-2.3112809658
56529,44.7147894,20.5199397
56529,,
56529,32.852175,35.752436
56529,40.7229239484,-8.572576046
56529,42.888543,-9.113406
56529,42.811955,-9.109919
56529,44.6097512976,8.8732653217
56529,42.300802,2.381544
56529,40.4926840211,15.1433527842
56529,40.622253418,14.5073404312
56529,47.8820853483,-1.6835474968
56529,45.1917148586,8.2914575313
56529,40.2214994027,-8.4560716152
56529,35.0183538127,25.8532118797
56529,42.704429,-0.274824
56529,44.9056429741,5.5416905893
56529,36.768268,-4.408455
56529,36.76156,-4.42074
56529,44.9448172272,5.5439892412
56529,40.5490845536,-8.7730058215
