taxonID,latitude,longitude
122381,10.4503694,-84.0692659
122381,45.385019,-75.702979
122381,39.890509,-75.259523
122381,41.7832522,-87.578253
122381,17.3408070902,-96.4743804932
122381,40.5126551832,-75.0396895409
122381,40.5895647042,-75.0002821214
122381,41.2943974112,-72.6122186706
122381,42.4219606075,-87.8083244818
122381,43.6425584652,-72.4114465714
122381,43.4280345004,-80.257689082
122381,33.9336194722,-83.3372320833
122381,43.0272555556,-89.4387444444
122381,43.0273027778,-89.4387444444
122381,18.4961741643,-88.3110880851
122381,40.329713,-75.189667
122381,18.5489626268,-96.6725882866
122381,40.6236904,-80.1137638
122381,40.4203165101,-79.846701622
122381,40.6167027778,-94.1312861111
122381,,
122381,38.6688372081,-77.1880102158
122381,37.7070116667,-88.7994166667
122381,37.375136,-80.522747
122381,43.047227,-72.667843
122381,39.3464908,-89.6408187
122381,32.9322721301,-96.7750504501
122381,39.010269,-114.306825
122381,43.4472906825,-76.3031028585
122381,38.5443301378,-84.3221282959
122381,39.4255349205,-81.3627398014
122381,36.2849216667,-83.0757055
122381,36.283925,-83.0750805
122381,41.813062,-88.089889
122381,38.9192761048,-77.1210804954
122381,39.0529604444,-77.0397805556
122381,42.015492,-88.253225
122381,44.0216828084,-73.1849527359
122381,41.6394066671,-88.0703920126
122381,40.100504,-75.427564
122381,37.2942856606,-76.6458052677
122381,44.442882341,-96.9855638006
122381,37.523869,-77.470715
122381,40.6988628488,-88.6213449017
122381,42.9072706641,-81.2682673577
122381,43.6187880892,-88.6727142334
122381,43.036608,-88.926069
122381,35.8293133333,-78.9914466667
122381,37.4924133333,-118.1809383333
122381,40.8215530525,-81.0983624604
122381,43.070963,-88.948335
122381,39.7620866667,-89.7594833333
122381,38.9120383333,-76.9679833333
122381,39.0015766667,-76.6693183333
122381,43.3921444444,-80.3048638889
122381,46.0110959612,-123.8693432805
122381,46.0081361938,-123.8690471649
122381,39.11288625,-77.1082355
122381,38.0062523218,-121.7036354542
122381,40.1914533333,-75.2757633333
122381,40.1214566667,-75.219305
122381,38.8846166667,-76.79422
122381,17.991652,-93.393662
122381,35.8364664903,-79.0163388556
122381,41.8856654322,-89.3557548523
122381,41.879339107,-89.3413352966
122381,32.6919866667,-97.1918133333
122381,17.1668566667,-92.3402466667
122381,39.0222880897,-78.0186771882
122381,43.1464482445,-88.8814330101
122381,43.8209197689,-72.545170784
122381,40.434127,-74.611759
122381,39.7350666667,-121.8122866667
122381,40.490279,-74.432845
122381,42.988879,-89.060014
122381,41.0012888883,-96.318625
122381,35.10499,-81.26915
122381,37.534777,-77.453495
122381,42.4630033333,-71.1595733333
122381,45.496211,-75.487719
122381,43.142315,-88.884821
122381,39.681198481,-121.7766880989
122381,40.3082166667,-77.0275916667
122381,39.0223964258,-78.0189792719
122381,38.78475457,-76.70189882
122381,36.9403864928,-80.3298322182
122381,38.9860302396,-77.9642621242
122381,43.5743656591,-73.3979415894
122381,43.5739925621,-73.3972549438
122381,45.496371,-75.486896
122381,42.4319033333,-71.223335
122381,45.497165,-93.684142
122381,35.8153162713,-78.7254738808
122381,40.562782,-74.097134
122381,43.7734134972,-73.0787479877
122381,43.2746666667,-79.8974166667
122381,43.2746666667,-79.8974166667
122381,35.2684075,-97.4926636
122381,44.773244386,-79.6793746948
122381,39.891036,-75.259523
122381,40.9167554,-81.5631097
122381,43.6966881196,-80.2456533909
122381,43.7457854811,-79.8037862778
122381,43.7458796529,-79.8037487885
122381,42.5939168,-86.1017009
122381,42.4249000549,-76.3361358643
122381,35.8153463076,-78.7315725596
122381,44.7856555994,-92.8536361421
122381,34.1169444703,-84.4977287652
122381,43.0895883214,-89.4321227074
122381,40.0583238,-74.4056612
122381,38.9195678972,-77.1196939052
122381,39.2954291236,-77.4311470985
122381,37.5197932618,-77.5279319284
122381,44.3399533333,-72.4615866667
122381,41.324721,-94.00479
122381,35.0537484355,-83.1887340546
122381,42.4774937903,-87.8061890602
122381,36.813252,-86.067837
122381,36.81323,-86.067812
122381,17.782036,-96.485324
122381,35.873905,-87.031628
122381,35.873897,-87.03162
122381,39.2780263758,-121.4605522403
122381,36.0847483333,-85.826995
122381,36.084725,-85.8269683333
122381,36.0010111726,-79.1811096666
122381,43.6949095368,-79.3571984768
122381,43.138703,-88.892417
122381,39.0173326944,-77.0331350556
122381,44.3229884643,-72.3302080964
122381,44.5010798872,-72.6384442555
122381,40.91313,-81.578445
122381,46.059998,-89.920006
122381,44.0158886671,-73.1787353754
122381,44.3205638889,-72.3201833333
122381,44.4147074013,-72.9399490356
122381,35.8996283333,-79.0319138333
122381,44.7673477,-71.7025262
122381,43.17932,-90.139665
122381,41.9530136345,-88.1416067058
122381,45.9851655376,-123.9152700081
122381,46.0163833328,-123.923571445
122381,39.7385761592,-76.0414946079
122381,41.580649,-83.593492
122381,41.9815299222,-87.7443373203
122381,,
122381,35.9841233333,-79.060905
122381,45.065009454,-75.822081863
122381,37.1601571535,-79.6615463199
122381,37.9363822937,-86.181892395
122381,39.3462138433,-77.6197070675
122381,44.3762163889,-73.146435
122381,44.4616463889,-73.0950263889
122381,43.124982,-88.916408
122381,43.125248,-88.9164309998
122381,45.446511,-75.652023
122381,38.8885802018,-77.2578198333
122381,45.8283207921,-95.5433750153
122381,40.097325,-75.426245
122381,43.6382658,-73.3826585
122381,35.14138,-81.37737
122381,41.7832522,-87.578253
122381,41.7820454,-87.5732612
122381,38.5900616667,-80.021315
122381,38.8555366667,-79.8108166667
122381,44.6477653883,-73.2817538348
122381,47.607747,-94.7189455
122381,38.0169535123,-77.9202761058
122381,46.0175015117,-123.9223099351
122381,42.647655,-70.6029033333
122381,43.92587,-89.123562
122381,43.951607,-89.129568
122381,42.2558298,-83.0482198
122381,42.99252,-89.053462
122381,37.776899,-76.5979445
122381,43.1110638333,-85.5227966667
122381,44.4046484117,-73.2365523916
122381,44.0394532557,-92.5657489955
122381,44.7272796826,-73.2697963713
122381,44.6276709475,-73.278594017
122381,44.6276709475,-73.278594017
122381,45.3282470109,-75.7986098528
122381,36.2850383333,-83.0751945
122381,38.7813280247,-90.2380525552
122381,42.0140099765,-88.2533624576
122381,41.1393918871,-81.9036900564
122381,40.0895248,-88.2046857
122381,42.2558298,-83.0482198
122381,42.2558298,-83.0482198
122381,41.7832522,-87.578253
122381,41.1611830979,-73.1677169723
122381,37.524073,-77.470726
122381,43.171682,-72.606463
122381,42.01196218,-88.12024751
122381,42.388788,-71.2799967
122381,44.469661722,-93.1502796337
122381,38.948471216,-77.0945164161
122381,42.99541,-89.3579616667
122381,42.376695,-88.0177611667
122381,41.24617015,-73.67023273
122381,41.781908,-87.574564
122381,39.6167866667,-84.0918971667
122381,42.335145,-85.337555
122381,44.0222074164,-73.1864333153
122381,38.8716001383,-95.2839768696
122381,43.7708369134,-73.0782866478
122381,45.688897,-123.935397
122381,44.7392004,-73.1301205
122381,36.1751966667,-94.6725833333
122381,44.5490847222,-73.1245497222
122381,44.9311616667,-93.2206283333
122381,36.060043,-79.068196
122381,45.4361029974,-76.0224938393
122381,41.676593,-87.869983
122381,39.144815,-94.578552
122381,36.9109857174,-80.385275143
122381,38.5282383333,-78.4384616667
122381,42.7826583333,-77.7874966667
122381,38.975754,-94.754922
122381,39.9922881,-82.8198375
122381,41.891484,-89.369407
122381,39.05396209,-94.58436578
122381,43.080863,-73.705602
122381,35.8320795456,-78.9885663438
122381,42.91165,-88.481826
122381,45.447012,-75.651309
122381,33.7959287376,-86.7719292641
122381,38.9496822423,-77.0601770562
122381,37.1202349921,-94.5533583345
122381,39.1123559,-77.1067272
122381,41.643247,-87.534771
122381,43.1239879868,-88.9159476757
122381,39.0584231667,-77.0349362778
122381,37.7125097222,-89.22737
122381,45.447345,-75.651666
122381,42.804768,-73.72368
122381,35.1995403,-97.4188398
122381,40.4357902136,-75.065517541
122381,33.879245466,-96.792302362
122381,41.1138025,-83.6883961
122381,35.1121768564,-91.1601090431
122381,40.30995,-75.176954
122381,41.9814581431,-87.7385222913
122381,35.0771511664,-83.2482790947
122381,39.032186,-76.241512
122381,42.3231433657,-84.2891693115
122381,35.74808,-82.273736
122381,44.0737460183,-73.3535070425
122381,32.708846,-96.850326
122381,35.019071,-90.779292
122381,34.562966,-92.575617
122381,38.8846333333,-76.7946333333
122381,15.729802,-96.184521
122381,35.7524521667,-82.2743261667
122381,42.90296,-88.513398
122381,39.602895,-89.7819583333
122381,42.418388,-71.330834
122381,42.409396,-71.331766
122381,38.8846583333,-76.7948383333
122381,31.2001385513,-95.9826393798
122381,42.40733,-71.3315766667
122381,33.387257,-97.572904
122381,46.023216,-123.454327
122381,41.182862,-95.922455
122381,32.83845267,-93.9182314
122381,37.2675627517,-79.9626038446
122381,42.4620583333,-71.1572566667
122381,38.9462283333,-92.4465733333
122381,38.9462283333,-92.4465733333
122381,40.495938,-74.424318
122381,42.234309,-71.772913
122381,39.6538366667,-84.2283633333
122381,42.2412016667,-71.776715
122381,42.2400816667,-71.7766466667
122381,18.500189,-88.296146
122381,41.0087371162,-81.9583163739
122381,32.83948413,-93.9190717
122381,39.2437166667,-76.5968033333
122381,35.1355032647,-89.8339196926
122381,32.271745,-94.562482
122381,38.7266216667,-76.7110366667
122381,39.2437493289,-76.5968721361
122381,39.2436772446,-76.5967740678
122381,39.2435979098,-76.5967650153
122381,39.2437116942,-76.5968236048
122381,36.871103,-82.560069
122381,37.7163597222,-89.19911
122381,35.8870735,-79.012691
122381,32.803331,-97.462082
122381,38.8846333333,-76.7947216667
122381,32.84101183,-93.92113732
122381,37.545802,-77.510819
122381,35.811871,-86.421332
122381,43.842775,-73.119918
122381,35.5641,-87.4595
122381,35.585736,-86.785984
122381,38.943195,-76.6979433333
122381,40.2830568329,-76.799772028
122381,35.2340022,-97.1948545
122381,32.3331427638,-90.3586990131
122381,38.7607847,-77.3074758
122381,37.6782,-77.92591
122381,35.968418,-78.967107
122381,39.7939240957,-78.4263496716
122381,37.544041,-84.90082
122381,38.970753,-77.044039
122381,40.625818,-74.512115
122381,36.223447,-95.90308
122381,32.490586,-95.391676
122381,36.173795,-94.6694633333
122381,37.6782,-77.92591
122381,38.94626,-92.44653
122381,39.80707,-78.31338
122381,32.733928,-97.509909
122381,32.492092,-95.391785
122381,32.612051,-96.995924
122381,38.757497,-75.726792
122381,32.488668,-95.391565
122381,37.524022,-77.473376
122381,38.625744,-77.540446
122381,37.5645666667,-96.490805
122381,36.0087583333,-78.9194033333
122381,37.488725,-89.3507083333
122381,32.482361,-96.994449
122381,32.6239776611,-97.6336364746
122381,37.524159,-77.47005
122381,39.183553,-76.737981
122381,32.733556,-97.510089
122381,37.779025,-95.944175
122381,36.0606583333,-97.2129666667
122381,36.1991466667,-97.0515583333
122381,36.200005,-97.0515361667
122381,36.1581333333,-97.0491861667
122381,32.881814,-97.280407
122381,37.7731133333,-95.9407716667
122381,33.378879,-97.012694
122381,35.0641454392,-90.1149449276
122381,32.706366,-96.704908
122381,35.504907,-93.313431
122381,35.0913420925,-89.863012964
122381,32.06702,-94.135372
122381,32.443074,-96.933746
122381,37.20262897,-88.7820583
122381,37.20256657,-88.78193784
122381,36.1573028333,-97.0501333333
122381,20.487292,-105.442808
122381,35.1424265168,-89.8284103145
122381,36.1172,-97.0668861667
122381,32.633211,-95.46329
122381,36.220627,-95.90277
122381,35.505001,-93.313605
122381,31.4827,-93.0749
122381,38.6640670446,-121.1910223961
122381,34.1509118661,-82.0218715154
122381,36.0582416667,-97.2144466667
122381,20.487292,-105.442808
122381,20.487292,-105.442808
122381,38.491702,-122.029062
122381,38.4906616667,-122.0227383333
122381,38.043029,-121.362076
122381,20.4385947941,-86.9430541992
122381,15.9239266667,-97.15136
122381,19.443042,-102.081807
122381,10.4503694,-84.0692659
122381,44.4707709219,-77.3146212101
122381,44.4707938905,-77.3144924641
122381,40.4975003027,-75.0433212519
122381,43.2510612337,-79.7668512053
122381,40.6451929723,-73.5689066893
122381,42.2833333,-81.8666667
122381,35.8415134234,-78.987335264
122381,38.6390069493,-77.2303444151
122381,37.5453599307,-77.5112915039
122381,38.9442060107,-76.6970544145
122381,42.7119861111,-73.858275
122381,40.6370133907,-74.4930982576
122381,39.7752616667,-75.57838
122381,42.4666155565,-87.805558741
122381,39.0603762682,-76.7679632336
122381,37.6622166219,-97.4546097382
122381,39.2403063423,-76.8607983873
122381,39.2468133333,-76.8213116667
122381,39.4124416667,-76.8436366667
122381,39.3177216667,-76.8706766667
122381,38.950442,-76.688143
122381,32.885558,-97.282225
122381,32.8816922099,-96.4033817684
122381,44.3537705218,-73.0297279358
122381,44.3636963661,-72.7483320236
122381,44.3636963661,-72.7483320236
122381,45.8945196352,-123.954780221
122381,42.6274149495,-88.182631731
122381,39.0410916667,-76.7250966667
122381,39.0410916667,-76.7250966667
122381,32.7266558,-96.9029866
122381,33.8799373259,-96.8027481747
122381,33.877586,-96.872249
