taxonID,latitude,longitude,date
129415,29.3232963,-100.9514187,2017-11-13
129415,25.7905249288,-100.3468197584,2017-11-12
129415,30.157707,-98.178517,2017-11-11
129415,29.8857166667,-100.9941305556,2017-10-28
129415,30.103879,-98.425929,2017-11-06
129415,31.9865716667,-104.763665,2017-10-25
129415,29.8958683333,-100.9957416667,2017-10-28
129415,29.3232963,-100.9514187,2017-10-15
129415,31.5388588,-110.7606411,2017-10-08
129415,32.6484186598,-97.1896788951,2017-10-08
129415,30.103778,-98.425978,2017-10-06
129415,32.314737396,-110.8105301857,2017-09-29
129415,31.7567299328,-110.8435213566,2017-09-30
129415,30.6772016667,-101.6725166667,2017-09-26
129415,31.5477583333,-110.1415983333,2017-08-23
129415,31.7941284861,-97.5749015808,2017-09-25
129415,30.5653958395,-103.883946686,2017-09-23
129415,31.5393166667,-110.7606805556,2017-08-24
129415,31.7987893623,-110.796236693,2016-10-02
129415,30.1447466667,-102.3994183333,2017-09-19
129415,34.107315241,-98.4881902267,2017-07-07
129415,33.741615633,-101.8434426604,2017-08-31
129415,30.5399962701,-103.8353973627,2017-09-16
129415,30.536312,-103.836166,2017-09-16
129415,25.6187633,-100.360263,2017-06-22
129415,30.1951842778,-97.6101458073,2017-09-12
129415,29.3232963,-100.9514187,2017-09-07
129415,30.3097916667,-98.245125,2017-09-06
129415,34.3782926397,-111.4403480011,2017-09-03
129415,31.5481583333,-110.1420833333,2017-08-23
129415,30.6600166152,-104.1688871384,2017-08-12
129415,34.0483036552,-116.5683799982,2017-07-12
129415,31.5468813193,-110.1402002911,2017-08-23
129415,29.081765271,-110.969806127,2017-08-31
129415,30.3817873999,-97.7784061432,2017-08-28
129415,31.5471611746,-110.1417803764,2017-08-23
129415,32.966151,-108.524891,2017-08-13
129415,33.0514001615,-100.516240149,2017-08-08
129415,29.7946588339,-95.6182726444,2017-08-06
129415,31.4763515371,-109.8416420389,2017-04-26
129415,34.167,-116.572,2017-05-29
129415,33.5691479571,-101.9932048798,2017-06-25
129415,29.78079,-99.4316333333,2017-07-20
129415,30.1446177327,-102.3994338512,2017-07-04
129415,25.6767941667,-100.2840464722,2017-04-28
129415,25.5882574727,-100.190640092,2017-04-23
129415,29.3232963,-100.9514187,2017-06-20
129415,30.1447883333,-102.39937,2017-06-16
129415,35.526202,-101.753279,2017-06-06
129415,37.095875,-113.907852,2015-08-29
129415,29.6503894716,-100.0697475672,2017-05-11
129415,30.5429162162,-103.83511573,2017-05-20
129415,29.2711730501,-103.298856317,2017-05-18
129415,31.7579477954,-110.8438968658,2017-05-04
129415,31.7637309576,-110.8592814312,2017-05-04
129415,31.9176966667,-104.8063783333,2017-05-09
129415,31.981885206,-104.7747802752,2017-04-11
129415,29.275325,-103.3169666667,2017-04-01
129415,29.2705566667,-103.301555,2017-03-25
129415,34.0358751576,-116.1814928055,2016-10-06
129415,31.836596,-110.3488848,2017-03-28
129415,30.4403791491,-99.803622812,2017-03-23
129415,30.700914,-97.659895,2017-03-10
129415,30.603757,-104.204408,2016-07-30
129415,32.935235,-109.50099,2016-11-17
