taxonID,latitude,longitude,date
81732,25.6787037,-100.2843011,2017-11-15
81732,26.2913457913,-98.1347805262,2017-11-06
81732,15.7686105201,-96.1343193054,2017-10-23
81732,26.4582612,-80.0593336,2017-07-19
81732,25.6168595856,-101.086063385,2013-04-23
81732,23.2992405932,-106.4409542084,2017-09-11
81732,21.5760381991,-104.9025571346,2017-09-16
81732,15.7931616667,-96.0537883333,2017-09-04
81732,29.081512,-110.9693057,2017-09-04
81732,17.538815,-89.1003783333,2017-06-27
81732,31.380235,-110.228062,2010-08-23
81732,20.6851599009,-99.803745523,2017-08-07
81732,25.6177321498,-100.3600248021,2017-08-07
81732,15.7728318255,-96.1085655485,2017-08-03
81732,15.6701680524,-96.577205658,2017-07-26
81732,32.8855472222,-97.2802416667,2017-07-24
81732,15.7669671834,-96.1345293498,2017-07-22
81732,17.484325,-92.0527945,2017-07-13
81732,25.62953,-100.2101433333,2017-06-17
81732,16.2085078807,-90.9019732475,2017-06-30
81732,16.5881717,-94.7659139,2017-07-04
81732,15.729802,-96.184521,2017-07-03
81732,23.3015069748,-106.4401388168,2017-06-27
81732,15.7676812609,-96.1930918694,2016-08-03
81732,15.7692362,-96.13508,2017-06-29
81732,15.8246266505,-95.9882354736,2017-06-25
81732,25.5449133488,-100.2707898617,2011-08-21
81732,25.5596076103,-100.2749633789,2011-08-21
81732,23.299,-106.443,2017-05-15
81732,33.0937633333,-96.6414163889,2017-04-13
81732,22.4135493514,-97.95026198,2017-04-02
81732,23.299,-106.443,2017-03-20
81732,26.1768605104,-98.3658099174,2016-08-06
81732,21.1122152924,-75.873564183,2017-02-12
81732,18.5114646039,-67.1215510368,2012-02-01
81732,16.885531999,-95.0343031637,2013-02-27
81732,17.4843194413,-92.0453906438,2015-10-12
81732,23.299,-106.443,2017-01-01
81732,18.108242525,-89.806733429,2016-04-12
81732,18.1082374263,-89.8067200184,2016-04-12
81732,21.540156,-105.221107,2015-12-18
81732,23.299,-106.443,2016-12-02
81732,23.299,-106.443,2016-12-01
81732,23.299,-106.443,2016-12-01
81732,23.299,-106.443,2016-12-01
81732,23.299,-106.443,2016-11-30
81732,15.729802,-96.184521,2016-11-18
81732,23.299,-106.443,2016-11-11
81732,23.299,-106.443,2016-11-08
81732,19.312825,-99.698189,2016-10-29
81732,32.885414,-97.278475,2016-10-25
81732,32.885354,-97.278464,2016-10-25
81732,26.5843667885,-99.149284511,2016-10-12
81732,26.1283176,-97.9580712,2016-09-18
81732,19.9518896087,-98.1188106537,2015-05-19
81732,19.469179259,-96.94850251,2016-08-24
81732,26.1283176,-97.9580712,2010-12-08
81732,23.299,-106.443,2016-08-08
81732,22.12495,-99.423993,2016-06-29
81732,20.735052,-87.576141,2016-06-08
81732,21.483089,-105.155938,2016-05-07
81732,15.852495,-96.002682,2016-04-16
81732,15.852495,-96.002682,2016-04-16
81732,15.852495,-96.002682,2016-04-16
81732,15.852495,-96.002682,2016-04-16
81732,23.299,-106.443,2016-04-02
81732,20.487292,-105.442808,2016-02-15
81732,24.573694,-81.748928,2016-02-08
81732,24.573783,-81.748812,2016-02-08
81732,23.2994555556,-106.4405888889,2016-02-10
81732,26.080311,-98.139409,2015-12-23
81732,23.299322,-106.440674,2015-12-27
81732,23.2993611111,-106.4406444444,2015-12-18
81732,23.2994111111,-106.4405444444,2015-12-04
81732,20.465207,-89.077743,2011-07-05
81732,18.475915,-89.88959,2015-04-17
81732,18.475915,-89.88959,2015-04-17
81732,18.476047,-89.889659,2015-04-17
81732,15.769197,-96.134143,2015-08-15
81732,15.769197,-96.134143,2015-08-16
81732,16.673031,-93.744965,2015-07-11
81732,15.729802,-96.184521,2015-06-29
81732,22.989038,-99.147148,2014-08-09
81732,15.729802,-96.184521,2011-08-27
81732,25.38308,-80.60999,2015-02-13
81732,20.488224,-105.448467,2015-01-20
81732,23.299,-106.44343,2014-12-20
81732,23.299,-106.44343,2014-12-20
81732,23.299,-106.44343,2014-12-15
81732,23.299,-106.44343,2014-12-14
