taxonID,latitude,longitude,date
367948,45.087062,6.460905,2015-07-14
367948,40.2552391072,-105.3426174714,2017-09-09
367948,40.4320130363,-105.733923912,2017-08-25
367948,40.4473593767,-105.753890276,2017-08-22
367948,40.328279,-105.5783454,2017-08-15
367948,40.395836912,-105.713590085,2017-07-28
367948,45.3342196239,6.8201708794,2017-07-14
367948,45.2431484055,6.9549143314,2017-07-13
367948,38.1328160326,-105.658728182,2017-07-21
367948,45.0978472222,6.77455,2017-06-20
367948,36.5644613723,-105.4313277705,2010-07-10
367948,35.2137138549,-106.4488639234,2010-07-08
367948,45.4906448458,7.1483230591,2016-07-24
367948,40.397483,-105.648158,2014-07-03
367948,40.396217,-105.651009,2014-07-03
367948,40.396611,-105.634944,2014-07-03
367948,40.38894,-105.61827,2014-07-03
367948,39.9033603282,-105.6335569588,2013-07-26
367948,63.4681076769,-149.9280166626,2009-07-14
367948,61.0944803917,-149.6688723564,2007-08-06
367948,40.5813285176,-105.6891414509,2016-06-27
367948,36.3908583333,-105.2647716667,2016-07-29
367948,40.392322,-105.68862,2016-07-17
367948,40.392388,-105.68862,2016-07-17
367948,37.671105,-106.652586,2016-07-04
367948,38.4488495719,-109.2315263116,2016-07-04
367948,62.0667517093,-137.1761041695,2016-06-25
367948,43.824372,-103.926888,2005-06-07
367948,43.745158,-103.88585,2005-06-05
367948,43.827468,-103.923283,2005-06-04
